id,case_id,party_number,victim_role,victim_sex,victim_age,victim_degree_of_injury,victim_seating_position,victim_safety_equipment_1,victim_safety_equipment_2,victim_ejected
3218339,81386600,1,driver,female,26,killed,driver,not required,"driver, motorcycle helmet used",fully ejected
3218426,81387231,2,driver,female,68,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3218427,81387231,3,driver,female,62,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3218428,81387231,3,passenger,female,25,possible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
3218431,81387238,2,driver,male,24,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3218432,81387238,2,passenger,male,24,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
3218842,81389865,2,pedestrian,male,21,severe injury,position unknown,,,fully ejected
3219677,81394094,3,driver,male,59,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3220858,81400592,1,driver,male,46,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3220876,81400678,1,driver,male,28,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3220891,81400756,1,driver,female,33,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3220892,81400756,2,driver,female,46,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
3220893,81400756,2,passenger,male,32,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
3220903,81400819,2,driver,male,29,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3221099,81401343,2,bicyclist,male,27,possible injury,driver,,"driver, motorcycle helmet not used",fully ejected
3221136,81401453,2,pedestrian,female,54,complaint of pain,position unknown,,,not ejected
3221813,81404881,1,driver,male,52,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3221814,81404881,2,driver,male,32,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3221840,81405217,1,driver,female,38,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3221962,81405980,2,driver,female,50,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3221968,81406017,1,driver,male,18,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3221969,81406017,2,driver,male,44,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3222847,81410685,3,pedestrian,male,33,other visible injury,position unknown,,,not ejected
3222895,81411131,2,driver,male,32,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
3222896,81411131,3,pedestrian,male,42,complaint of pain,position unknown,,,
3222988,81411657,1,driver,female,29,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3222989,81411657,2,passenger,male,44,other visible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
3222990,81411657,2,driver,male,31,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
3223108,81412254,1,driver,male,41,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3223109,81412254,1,passenger,female,45,other visible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
3223118,81412429,1,driver,female,34,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3223133,81412790,1,driver,female,35,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
3223134,81412790,2,driver,male,52,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3223258,81413185,2,driver,male,49,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3223303,81413314,2,driver,male,23,other visible injury,driver,air bag not deployed,"driver, motorcycle helmet used",fully ejected
3223348,81413564,1,driver,male,20,severe injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3223349,81413564,2,driver,male,60,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3223373,81413723,2,passenger,male,2,other visible injury,passenger seat 6,air bag not deployed,child restraint in vehicle used,not ejected
3223374,81413723,2,driver,female,20,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3223375,81413723,2,passenger,female,44,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
3223561,81414875,2,passenger,male,27,possible injury,passenger seat 2,air bag not deployed,lap/shoulder harness used,not ejected
3223597,81415210,2,pedestrian,female,0,severe injury,position unknown,,,fully ejected
3223978,81417955,1,driver,female,25,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3223979,81417955,1,passenger,female,1,other visible injury,passenger seat 6,not required,child restraint in vehicle used,not ejected
3224098,81418526,2,driver,female,57,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3224318,81419510,2,bicyclist,male,30,possible injury,driver,,"driver, motorcycle helmet not used",fully ejected
3224675,81421160,2,driver,female,67,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3224782,81422155,2,driver,male,30,severe injury,driver,not required,"driver, motorcycle helmet used",fully ejected
3224925,81422962,1,driver,female,68,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3224926,81422962,2,driver,female,55,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3225149,81423958,2,driver,female,26,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3225150,81423958,2,passenger,male,26,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
3225152,81423969,1,driver,male,24,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
3225153,81423969,2,driver,female,34,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3225439,81425725,2,bicyclist,male,38,suspected minor injury,driver,,not required,fully ejected
3225499,81425834,1,driver,male,56,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3225567,81426123,1,passenger,female,25,other visible injury,passenger seat 6,air bag not deployed,lap/shoulder harness used,not ejected
3225568,81426123,1,driver,female,49,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
3225569,81426123,2,passenger,female,47,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
3225726,81427061,1,driver,male,22,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
3225771,81427575,1,driver,female,58,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3225772,81427575,2,driver,male,29,severe injury,driver,air bag not deployed,"driver, motorcycle helmet used",fully ejected
3225774,81427624,2,driver,male,52,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3225825,81427869,2,driver,female,21,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3225826,81427869,2,passenger,male,16,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
3225836,81428040,2,pedestrian,male,50,other visible injury,position unknown,,,not ejected
3225963,81428819,2,bicyclist,male,71,killed,position unknown,,not required,fully ejected
3226099,81429882,2,driver,male,39,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3226295,81431075,2,driver,male,68,complaint of pain,driver,not required,none in vehicle,fully ejected
3226388,81431713,1,driver,male,27,other visible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3226389,81431713,2,driver,male,51,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3226394,81431731,1,driver,male,38,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
3226395,81431731,2,driver,female,20,complaint of pain,driver,air bag not deployed,lap/shoulder harness not used,not ejected
3226582,81432787,1,driver,male,58,suspected serious injury,driver,air bag deployed,,not ejected
3226584,81432789,1,driver,female,42,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3226585,81432789,1,passenger,male,37,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
3226586,81432789,2,driver,female,22,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3226604,81432814,1,driver,male,74,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3226605,81432814,2,driver,female,33,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3226620,81432910,1,passenger,male,19,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
3226783,81433873,2,driver,male,32,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3226784,81433873,2,passenger,female,31,complaint of pain,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
3226785,81433873,2,passenger,female,9,complaint of pain,passenger seat 4,air bag not deployed,lap/shoulder harness used,not ejected
3226885,81434672,2,bicyclist,male,63,suspected minor injury,position unknown,,,unknown
3226886,81434675,1,driver,female,22,possible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3226887,81434675,2,driver,male,55,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3226955,81434823,2,driver,male,23,complaint of pain,driver,air bag not deployed,unknown,not ejected
3226995,81435345,1,driver,female,19,other visible injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3226996,81435345,2,driver,male,21,other visible injury,driver,air bag deployed,lap/shoulder harness not used,not ejected
3227406,81437954,2,driver,male,88,complaint of pain,driver,air bag not deployed,lap/shoulder harness used,not ejected
3227569,81438899,1,bicyclist,male,17,suspected minor injury,driver,,"driver, motorcycle helmet not used",fully ejected
3227617,81438985,1,driver,male,26,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3227636,81439184,1,driver,female,22,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
3227637,81439184,2,driver,female,36,severe injury,driver,air bag deployed,lap/shoulder harness used,not ejected
3228054,81441420,2,passenger,male,11,possible injury,passenger seat 6,not required,lap/shoulder harness used,not ejected
3228134,81442283,1,driver,female,26,other visible injury,driver,air bag not deployed,unknown,not ejected
3228326,81443207,1,driver,male,22,complaint of pain,driver,air bag deployed,lap/shoulder harness used,not ejected
3228327,81443207,1,passenger,male,24,complaint of pain,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
3228358,81443409,2,pedestrian,male,45,other visible injury,position unknown,,,
3228397,81443608,2,driver,female,25,possible injury,driver,air bag not deployed,lap/shoulder harness used,not ejected
3228401,81443616,2,passenger,male,29,possible injury,passenger seat 3,air bag not deployed,lap/shoulder harness used,not ejected
3228403,81443619,2,passenger,female,28,possible injury,passenger seat 3,air bag deployed,lap/shoulder harness used,not ejected
3228449,81443697,2,driver,male,31,suspected minor injury,driver,not required,"driver, motorcycle helmet used",not ejected
